,Unnamed: 0,rooms,type,price,date,distance,bedrooms,bathrooms,car,land_area,building_area,year_built,council_area,region,month,quarter
1361,2900,3,h,793000.0,2016-12-11,13.0,3.0,1.0,2.0,780.0,120.0,1960.0,Moreland,Northern,Dec,Q4
1362,2903,3,h,447500.0,2016-10-15,13.0,3.0,1.0,1.0,320.0,130.0,2000.0,Moreland,Northern,Oct,Q4
1363,2904,3,h,588000.0,2016-10-15,13.0,3.0,1.0,1.0,616.0,125.0,1960.0,Moreland,Northern,Oct,Q4
1364,2906,2,u,410000.0,2016-10-15,13.0,2.0,1.0,2.0,200.0,81.0,2000.0,Moreland,Northern,Oct,Q4
1365,2909,3,h,525000.0,2016-04-16,13.0,3.0,1.0,1.0,665.0,85.0,1950.0,Moreland,Northern,Apr,Q2
1366,2910,3,h,703000.0,2016-09-17,13.0,3.0,1.0,4.0,704.0,102.0,1960.0,Moreland,Northern,Sep,Q3
1367,2911,4,t,608000.0,2016-09-17,13.0,3.0,2.0,1.0,252.0,150.0,2014.0,Moreland,Northern,Sep,Q3
1368,2917,3,h,765500.0,2016-06-18,13.0,3.0,2.0,2.0,780.0,180.0,1970.0,Moreland,Northern,Jun,Q2
1369,2918,3,u,470000.0,2016-06-18,13.0,3.0,1.0,2.0,187.0,99.0,2014.0,Moreland,Northern,Jun,Q2
1370,2920,3,h,580000.0,2016-11-19,13.0,3.0,1.0,2.0,650.0,142.0,1960.0,Moreland,Northern,Nov,Q4
1371,2922,2,u,620250.0,2016-11-19,13.0,2.0,1.0,2.0,253.0,91.0,2012.0,Moreland,Northern,Nov,Q4
1372,2923,3,h,710000.0,2016-11-19,13.0,3.0,1.0,1.0,796.0,104.0,1960.0,Moreland,Northern,Nov,Q4
1373,2924,4,h,630000.0,2016-05-22,13.0,3.0,1.0,2.0,630.0,130.0,1960.0,Moreland,Northern,May,Q2
1374,2926,3,h,600000.0,2016-05-22,13.0,3.0,1.0,4.0,541.0,139.0,1968.0,Moreland,Northern,May,Q2
1375,2927,3,t,550000.0,2016-08-22,13.0,3.0,2.0,2.0,212.0,129.0,2010.0,Moreland,Northern,Aug,Q3
1376,2929,4,h,600000.0,2016-04-23,13.0,4.0,1.0,2.0,586.0,159.0,1968.0,Moreland,Northern,Apr,Q2
1377,2930,4,h,1217500.0,2016-09-24,13.0,4.0,3.0,2.0,693.0,192.0,2014.0,Moreland,Northern,Sep,Q3
1378,2931,3,h,600000.0,2016-09-24,13.0,3.0,1.0,2.0,599.0,150.0,1960.0,Moreland,Northern,Sep,Q3
1379,2932,3,h,570000.0,2016-09-24,13.0,3.0,2.0,2.0,585.0,146.0,1975.0,Moreland,Northern,Sep,Q3
1380,2935,3,h,762700.0,2017-02-25,13.0,3.0,1.0,4.0,597.0,100.0,1960.0,Moreland,Northern,Feb,Q1
1381,2936,2,u,465000.0,2017-02-25,13.0,2.0,1.0,1.0,176.0,89.0,2012.0,Moreland,Northern,Feb,Q1
1382,2937,2,h,741250.0,2017-02-25,13.0,2.0,1.0,1.0,668.0,88.0,1955.0,Moreland,Northern,Feb,Q1
1383,2941,4,h,1000000.0,2016-11-27,13.0,4.0,2.0,8.0,977.0,304.0,1935.0,Moreland,Northern,Nov,Q4
1384,2943,4,h,630000.0,2016-11-27,13.0,4.0,2.0,2.0,602.0,180.0,1950.0,Moreland,Northern,Nov,Q4
1385,2944,3,h,670000.0,2016-11-27,13.0,3.0,1.0,3.0,705.0,135.0,1950.0,Moreland,Northern,Nov,Q4
1386,2945,2,h,417000.0,2016-11-27,13.0,2.0,1.0,1.0,172.0,77.0,2013.0,Moreland,Northern,Nov,Q4
1387,2946,3,t,600000.0,2016-11-27,13.0,3.0,1.0,2.0,258.0,143.0,2001.0,Moreland,Northern,Nov,Q4
1388,2947,3,t,440000.0,2016-05-28,13.0,3.0,2.0,1.0,215.0,121.0,2010.0,Moreland,Northern,May,Q2
1389,2949,3,h,660000.0,2016-08-28,13.0,3.0,1.0,2.0,657.0,116.0,1950.0,Moreland,Northern,Aug,Q3
1390,2951,2,h,270000.0,2016-07-30,13.0,2.0,1.0,1.0,155.0,155.0,2000.0,Moreland,Northern,Jul,Q3
1391,2952,4,h,825000.0,2016-07-30,13.0,4.0,2.0,4.0,768.0,194.0,1970.0,Moreland,Northern,Jul,Q3
1392,2953,4,h,638000.0,2016-07-30,13.0,4.0,2.0,1.0,624.0,258.0,2005.0,Moreland,Northern,Jul,Q3
1393,2954,3,h,631000.0,2016-03-09,13.6,3.0,2.0,2.0,608.0,138.0,2001.0,Moreland,Western,Mar,Q1
1394,2955,3,t,532000.0,2016-03-09,13.6,3.0,2.0,1.0,149.0,19.0,2005.0,Moreland,Western,Mar,Q1
1395,2957,3,h,504000.0,2016-06-08,13.6,3.0,2.0,1.0,215.0,139.0,2004.0,Moreland,Western,Jun,Q2
1396,2958,3,t,468000.0,2016-07-05,13.6,3.0,2.0,2.0,178.0,138.0,2000.0,Moreland,Western,Jul,Q3
1397,2960,4,h,709000.0,2016-05-14,13.6,4.0,2.0,2.0,453.0,213.0,2007.0,Moreland,Western,May,Q2
1398,2962,3,h,485000.0,2016-04-16,13.6,3.0,2.0,1.0,175.0,134.0,2004.0,Moreland,Western,Apr,Q2
1399,2963,3,h,540000.0,2016-11-19,13.6,3.0,2.0,1.0,367.0,141.0,2008.0,Moreland,Western,Nov,Q4
1400,2964,3,h,390000.0,2016-04-23,13.6,3.0,2.0,1.0,158.0,136.0,2005.0,Moreland,Western,Apr,Q2
1401,2965,4,h,800000.0,2016-07-26,13.6,4.0,2.0,2.0,719.0,251.0,2000.0,Moreland,Western,Jul,Q3
1402,2967,4,h,740000.0,2016-06-27,13.6,4.0,2.0,2.0,453.0,213.0,2007.0,Moreland,Western,Jun,Q2
1403,2968,3,h,605000.0,2016-03-09,12.1,3.0,1.0,2.0,597.0,116.0,1960.0,Moreland,Northern,Mar,Q1
1404,2969,3,h,685500.0,2016-03-09,12.1,3.0,1.0,2.0,724.0,103.0,1970.0,Moreland,Northern,Mar,Q1
1405,2970,2,h,610000.0,2016-03-12,12.1,2.0,1.0,1.0,394.0,98.0,1950.0,Moreland,Northern,Mar,Q1
1406,2971,3,h,630000.0,2016-03-12,12.1,3.0,1.0,1.0,604.0,112.0,1970.0,Moreland,Northern,Mar,Q1
1407,2972,4,h,870000.0,2016-03-12,12.1,4.0,3.0,5.0,591.0,268.0,2010.0,Moreland,Northern,Mar,Q1
1408,2973,3,h,810000.0,2017-04-03,12.1,3.0,2.0,2.0,592.0,129.0,1950.0,Moreland,Northern,Apr,Q2
1409,2979,2,u,487000.0,2016-10-09,12.1,2.0,1.0,2.0,198.0,96.0,2010.0,Moreland,Northern,Oct,Q4
1410,2980,4,h,700000.0,2016-10-09,12.1,2.0,2.0,2.0,700.0,168.0,1950.0,Moreland,Northern,Oct,Q4
1411,2981,4,h,600500.0,2016-10-09,12.1,4.0,2.0,1.0,462.0,161.0,1970.0,Moreland,Northern,Oct,Q4
1412,2982,3,h,730000.0,2016-10-12,12.1,3.0,1.0,2.0,570.0,134.0,1970.0,Moreland,Northern,Oct,Q4
1413,2983,3,h,800000.0,2016-10-12,12.1,3.0,2.0,2.0,565.0,116.0,1960.0,Moreland,Northern,Oct,Q4
1414,2985,3,t,750000.0,2016-12-06,12.1,3.0,2.0,2.0,301.0,251.0,2011.0,Moreland,Northern,Dec,Q4
1415,2986,3,h,740000.0,2016-12-11,12.1,3.0,1.0,1.0,568.0,115.0,1960.0,Moreland,Northern,Dec,Q4
1416,2988,3,h,646000.0,2016-12-11,12.1,3.0,1.0,2.0,574.0,106.0,1970.0,Moreland,Northern,Dec,Q4
1417,2989,3,h,545000.0,2016-12-11,12.1,3.0,2.0,3.0,230.0,113.0,2000.0,Moreland,Northern,Dec,Q4
1418,2991,4,h,777000.0,2016-08-13,12.1,3.0,1.0,2.0,700.0,176.0,1960.0,Moreland,Northern,Aug,Q3
1419,2992,2,h,722000.0,2016-08-13,12.1,3.0,3.0,1.0,580.0,103.0,1950.0,Moreland,Northern,Aug,Q3
1420,2993,2,h,545000.0,2016-05-14,12.1,2.0,1.0,3.0,591.0,102.0,1960.0,Moreland,Northern,May,Q2
1421,2994,3,t,510000.0,2016-04-16,12.1,3.0,2.0,2.0,234.0,115.0,2012.0,Moreland,Northern,Apr,Q2
1422,2996,3,h,631500.0,2016-06-18,12.1,4.0,1.0,3.0,593.0,95.0,1965.0,Moreland,Northern,Jun,Q2
1423,2999,3,h,550000.0,2016-05-22,12.1,3.0,1.0,3.0,610.0,142.0,1960.0,Moreland,Northern,May,Q2
1424,3004,2,h,715888.0,2017-02-25,12.1,2.0,1.0,1.0,613.0,92.0,1960.0,Moreland,Northern,Feb,Q1
1425,3006,2,t,468000.0,2016-07-26,12.1,2.0,1.0,1.0,137.0,110.0,2012.0,Moreland,Northern,Jul,Q3
1426,3008,2,h,515000.0,2016-11-27,12.1,2.0,1.0,2.0,345.0,79.0,1990.0,Moreland,Northern,Nov,Q4
1427,3012,2,u,895000.0,2016-03-09,13.7,2.0,1.0,1.0,228.0,87.0,1975.0,Bayside,Southern,Mar,Q1
1428,3014,4,h,2800000.0,2016-03-09,13.7,3.0,3.0,2.0,701.0,320.0,2015.0,Bayside,Southern,Mar,Q1
1429,3016,4,h,3250000.0,2016-03-09,13.7,4.0,3.0,2.0,928.0,300.0,1904.0,Bayside,Southern,Mar,Q1
1430,3017,4,h,2140000.0,2016-03-12,13.7,4.0,2.0,3.0,688.0,187.0,1925.0,Bayside,Southern,Mar,Q1
1431,3018,4,h,1600000.0,2016-03-12,13.7,4.0,2.0,2.0,607.0,242.0,2011.0,Bayside,Southern,Mar,Q1
1432,3020,3,h,1003500.0,2016-03-12,13.7,3.0,1.0,2.0,289.0,109.0,1998.0,Bayside,Southern,Mar,Q1
1434,3025,3,h,1560000.0,2017-04-03,13.7,3.0,1.0,3.0,593.0,125.0,1955.0,Bayside,Southern,Apr,Q2
1435,3028,2,u,760000.0,2016-06-08,13.7,2.0,1.0,1.0,90.0,86.0,1985.0,Bayside,Southern,Jun,Q2
1436,3030,4,h,1680000.0,2016-06-08,13.7,4.0,1.0,1.0,723.0,90.0,1955.0,Bayside,Southern,Jun,Q2
1437,3033,3,h,1120000.0,2016-07-05,13.7,4.0,2.0,3.0,373.0,113.0,1984.0,Bayside,Southern,Jul,Q3
1438,3034,4,h,3200000.0,2016-10-09,13.7,4.0,3.0,3.0,760.0,325.0,1920.0,Bayside,Southern,Oct,Q4
1439,3035,4,h,1250000.0,2016-10-09,13.7,4.0,3.0,2.0,398.0,220.0,2014.0,Bayside,Southern,Oct,Q4
1440,3037,4,h,2000000.0,2016-10-09,13.7,4.0,3.0,4.0,615.0,248.0,1925.0,Bayside,Southern,Oct,Q4
1441,3039,5,h,1805000.0,2016-10-09,13.7,4.0,2.0,2.0,700.0,224.0,1950.0,Bayside,Southern,Oct,Q4
1442,3044,4,h,2600000.0,2016-12-06,13.7,3.0,1.0,2.0,1504.0,162.0,1900.0,Bayside,Southern,Dec,Q4
1443,3047,5,h,3470000.0,2016-12-11,13.7,5.0,3.0,4.0,670.0,413.0,2008.0,Bayside,Southern,Dec,Q4
1444,3052,3,h,1050000.0,2016-10-15,13.7,3.0,2.0,2.0,357.0,120.0,1970.0,Bayside,Southern,Oct,Q4
1445,3054,3,u,810000.0,2016-10-15,13.7,3.0,1.0,1.0,195.0,115.0,1960.0,Bayside,Southern,Oct,Q4
1446,3055,3,h,1460000.0,2016-10-15,13.7,3.0,2.0,2.0,413.0,137.0,1970.0,Bayside,Southern,Oct,Q4
1447,3059,5,h,3075000.0,2016-09-17,13.7,3.0,2.0,2.0,830.0,204.0,1901.0,Bayside,Southern,Sep,Q3
1448,3061,2,u,875500.0,2017-03-18,13.7,2.0,2.0,1.0,225.0,118.0,1970.0,Bayside,Southern,Mar,Q1
1449,3064,5,h,2600000.0,2017-03-18,13.7,5.0,4.0,2.0,1000.0,324.0,1950.0,Bayside,Southern,Mar,Q1
1450,3066,5,h,1705000.0,2016-06-18,13.7,5.0,2.0,2.0,648.0,364.0,1950.0,Bayside,Southern,Jun,Q2
1451,3073,4,h,1515000.0,2016-11-19,13.7,4.0,2.0,0.0,611.0,613.0,1950.0,Bayside,Southern,Nov,Q4
1452,3074,5,h,2980000.0,2016-11-19,13.7,5.0,3.0,2.0,694.0,323.0,2011.0,Bayside,Southern,Nov,Q4
1453,3075,4,h,2200000.0,2016-04-23,13.7,4.0,3.0,4.0,583.0,305.0,2000.0,Bayside,Southern,Apr,Q2
1454,3077,3,t,1100000.0,2016-09-24,13.7,3.0,2.0,1.0,355.0,140.0,1987.0,Bayside,Southern,Sep,Q3
1455,3079,4,h,3325000.0,2017-02-25,13.7,4.0,3.0,2.0,627.0,303.0,1997.0,Bayside,Southern,Feb,Q1
1456,3085,4,h,1460000.0,2016-06-27,13.7,4.0,3.0,2.0,562.0,228.0,1950.0,Bayside,Southern,Jun,Q2
1457,3089,4,h,1740000.0,2016-11-27,13.7,4.0,3.0,2.0,414.0,209.0,1950.0,Bayside,Southern,Nov,Q4
1458,3091,4,h,1800000.0,2016-05-28,13.7,4.0,2.0,1.0,667.0,184.0,1935.0,Bayside,Southern,May,Q2
1459,3092,4,h,2160000.0,2016-05-28,13.7,4.0,2.0,1.0,577.0,231.0,1940.0,Bayside,Southern,May,Q2
1460,3095,4,h,2250000.0,2016-08-28,13.7,5.0,2.0,2.0,647.0,260.0,1925.0,Bayside,Southern,Aug,Q3
1461,3096,4,h,2130000.0,2016-07-30,13.7,4.0,2.0,2.0,714.0,188.0,1925.0,Bayside,Southern,Jul,Q3
1463,3101,3,h,926000.0,2016-06-18,14.5,2.0,2.0,2.0,393.0,140.0,1950.0,Bayside,Southern,Jun,Q2
1464,3102,3,h,1070000.0,2016-11-19,14.5,3.0,1.0,3.0,583.0,106.0,1970.0,Bayside,Southern,Nov,Q4
1465,3103,2,u,801000.0,2016-11-19,14.5,2.0,1.0,1.0,217.0,107.0,1994.0,Bayside,Southern,Nov,Q4
1466,3105,2,u,472000.0,2017-02-25,14.5,2.0,1.0,1.0,215.0,68.0,2007.0,Kingston,Southern,Feb,Q1
1467,3109,3,h,1300000.0,2016-05-28,14.5,3.0,2.0,2.0,586.0,150.0,1950.0,Bayside,Southern,May,Q2
1468,3113,4,h,1650000.0,2016-03-09,4.6,4.0,2.0,2.0,317.0,210.0,2005.0,Boroondara,Southern,Mar,Q1
1469,3115,4,h,2670000.0,2016-03-12,4.6,4.0,2.0,1.0,336.0,235.0,1905.0,Boroondara,Southern,Mar,Q1
1471,3119,3,u,1189000.0,2016-03-12,4.6,3.0,1.0,1.0,181.0,122.0,1969.0,Boroondara,Southern,Mar,Q1
1472,3120,2,u,610000.0,2017-04-03,4.6,2.0,2.0,1.0,85.0,82.0,2014.0,Boroondara,Southern,Apr,Q2
1473,3127,3,h,2000000.0,2016-06-08,4.6,3.0,2.0,1.0,460.0,176.0,1940.0,Boroondara,Southern,Jun,Q2
1474,3131,3,h,1420000.0,2016-07-05,4.6,3.0,1.0,0.0,218.0,108.0,1890.0,Boroondara,Southern,Jul,Q3
1475,3139,2,u,580000.0,2016-08-10,4.6,2.0,1.0,1.0,1089.0,76.0,2003.0,Boroondara,Southern,Aug,Q3
1476,3140,3,h,1300000.0,2016-08-10,4.6,3.0,2.0,1.0,341.0,155.0,1938.0,Boroondara,Southern,Aug,Q3
1477,3141,3,h,1300000.0,2016-08-10,4.6,3.0,1.0,0.0,232.0,90.0,1900.0,Boroondara,Southern,Aug,Q3
1478,3147,3,h,1741000.0,2016-10-09,4.6,3.0,1.0,1.0,383.0,109.0,1910.0,Boroondara,Southern,Oct,Q4
1479,3155,3,h,2065000.0,2016-12-06,4.6,3.0,1.0,1.0,351.0,150.0,1910.0,Boroondara,Southern,Dec,Q4
1480,3159,3,h,1712000.0,2016-12-11,4.6,3.0,1.0,1.0,342.0,130.0,1900.0,Boroondara,Southern,Dec,Q4
1481,3163,4,h,3225000.0,2016-08-13,4.6,4.0,2.0,2.0,665.0,220.0,1890.0,Boroondara,Southern,Aug,Q3
1482,3168,4,u,1650000.0,2016-10-15,4.6,4.0,2.0,3.0,207.0,180.0,2002.0,Boroondara,Southern,Oct,Q4
1483,3169,5,h,3950000.0,2016-04-16,4.6,4.0,2.0,3.0,1236.0,340.0,1890.0,Boroondara,Southern,Apr,Q2
1484,3170,2,u,587500.0,2016-07-16,4.6,2.0,1.0,1.0,1099.0,72.0,1965.0,Boroondara,Southern,Jul,Q3
1485,3172,4,h,1936000.0,2016-09-17,4.6,4.0,2.0,1.0,218.0,173.0,1890.0,Boroondara,Southern,Sep,Q3
1486,3173,5,h,4250000.0,2016-09-17,4.6,5.0,4.0,3.0,1275.0,435.0,1930.0,Boroondara,Southern,Sep,Q3
1487,3177,3,h,1560000.0,2017-03-18,4.6,3.0,2.0,0.0,198.0,148.0,1910.0,Boroondara,Southern,Mar,Q1
1488,3180,3,h,1780000.0,2017-03-18,4.6,3.0,3.0,2.0,88.0,178.0,2011.0,Boroondara,Southern,Mar,Q1
1489,3187,2,u,657500.0,2016-11-19,4.6,2.0,1.0,1.0,728.0,73.0,1965.0,Boroondara,Southern,Nov,Q4
1490,3188,4,h,5050000.0,2016-11-19,4.6,4.0,4.0,2.0,905.0,373.0,1913.0,Boroondara,Southern,Nov,Q4
1491,3191,3,h,1180000.0,2016-11-19,4.6,3.0,1.0,3.0,218.0,92.0,1900.0,Boroondara,Southern,Nov,Q4
1492,3195,4,h,1800000.0,2016-08-22,4.6,3.0,2.0,4.0,601.0,158.0,1940.0,Boroondara,Southern,Aug,Q3
1493,3197,3,h,1855000.0,2016-08-22,4.6,3.0,1.0,1.0,304.0,125.0,1900.0,Boroondara,Southern,Aug,Q3
1494,3201,3,h,1551000.0,2016-09-24,4.6,3.0,1.0,1.0,199.0,103.0,1890.0,Boroondara,Southern,Sep,Q3
1495,3205,2,u,612500.0,2017-02-25,4.6,2.0,1.0,1.0,859.0,71.0,1960.0,Boroondara,Southern,Feb,Q1
1496,3206,3,h,2410000.0,2017-02-25,4.6,3.0,2.0,0.0,249.0,171.0,1890.0,Boroondara,Southern,Feb,Q1
1497,3212,2,t,1055000.0,2016-11-27,4.6,2.0,2.0,1.0,191.0,151.0,1975.0,Boroondara,Southern,Nov,Q4
1498,3213,4,h,1976000.0,2016-11-27,4.6,4.0,2.0,2.0,410.0,275.0,1890.0,Boroondara,Southern,Nov,Q4
1499,3217,5,h,3750000.0,2016-05-28,4.6,5.0,3.0,2.0,827.0,344.0,1920.0,Boroondara,Southern,May,Q2
1500,3218,3,h,1400000.0,2016-08-28,4.6,3.0,2.0,1.0,164.0,126.0,1890.0,Boroondara,Southern,Aug,Q3
1501,3227,2,h,815000.0,2016-03-09,10.5,2.0,1.0,2.0,589.0,120.0,1930.0,Banyule,Eastern,Mar,Q1
1502,3233,2,t,565000.0,2016-06-08,10.5,2.0,2.0,1.0,201.0,107.0,2007.0,Banyule,Eastern,Jun,Q2
1503,3236,3,h,994000.0,2016-10-12,10.5,3.0,2.0,2.0,807.0,192.0,1950.0,Banyule,Eastern,Oct,Q4
1504,3240,3,h,785000.0,2016-10-12,10.5,3.0,1.0,0.0,592.0,130.0,1950.0,Banyule,Eastern,Oct,Q4
1505,3241,3,t,620000.0,2016-10-12,10.5,3.0,2.0,2.0,215.0,118.0,2005.0,Banyule,Eastern,Oct,Q4
1506,3243,3,t,706750.0,2017-11-02,10.5,3.0,2.0,2.0,250.0,125.0,2012.0,Banyule,Eastern,Nov,Q4
1507,3244,2,h,584000.0,2016-12-06,10.5,2.0,1.0,1.0,428.0,84.0,1950.0,Banyule,Eastern,Dec,Q4
1508,3245,3,h,909000.0,2016-12-11,10.5,3.0,2.0,2.0,585.0,134.0,1960.0,Banyule,Eastern,Dec,Q4
1509,3246,4,h,1086000.0,2016-12-11,10.5,4.0,2.0,2.0,724.0,161.0,1960.0,Banyule,Eastern,Dec,Q4
1510,3247,2,h,680000.0,2016-12-11,10.5,2.0,1.0,1.0,605.0,78.0,1950.0,Banyule,Eastern,Dec,Q4
1511,3249,2,h,650000.0,2016-04-16,10.5,2.0,1.0,3.0,620.0,85.0,1950.0,Banyule,Eastern,Apr,Q2
1512,3250,5,h,890000.0,2016-04-16,10.5,5.0,2.0,2.0,596.0,172.0,1972.0,Banyule,Eastern,Apr,Q2
1513,3251,3,h,650000.0,2016-04-16,10.5,3.0,1.0,2.0,582.0,90.0,1955.0,Banyule,Eastern,Apr,Q2
1514,3254,2,u,605000.0,2016-11-19,10.5,2.0,1.0,1.0,166.0,87.0,2008.0,Banyule,Eastern,Nov,Q4
1515,3255,8,h,770000.0,2016-11-19,10.5,8.0,4.0,4.0,638.0,115.0,1960.0,Banyule,Eastern,Nov,Q4
1516,3256,3,h,950000.0,2016-11-19,10.5,3.0,1.0,2.0,800.0,118.0,1960.0,Banyule,Eastern,Nov,Q4
1517,3257,4,h,856000.0,2016-08-22,10.5,4.0,1.0,2.0,722.0,208.0,1975.0,Banyule,Eastern,Aug,Q3
1518,3258,3,h,600000.0,2016-08-22,10.5,3.0,2.0,2.0,251.0,200.0,2012.0,Banyule,Eastern,Aug,Q3
1519,3264,3,h,915000.0,2017-02-25,10.5,3.0,1.0,1.0,748.0,101.0,1950.0,Banyule,Eastern,Feb,Q1
1520,3265,2,u,400000.0,2016-07-26,10.5,2.0,1.0,1.0,127.0,83.0,1970.0,Banyule,Eastern,Jul,Q3
1521,3268,3,h,550000.0,2016-11-27,10.5,3.0,1.0,1.0,420.0,90.0,1960.0,Banyule,Eastern,Nov,Q4
1522,3270,2,h,590000.0,2016-05-28,10.5,2.0,1.0,2.0,586.0,80.0,1955.0,Banyule,Eastern,May,Q2
1523,3271,2,h,920000.0,2016-05-28,10.5,2.0,1.0,3.0,932.0,97.0,1950.0,Banyule,Eastern,May,Q2
1524,3272,2,h,460000.0,2016-05-28,10.5,2.0,1.0,2.0,508.0,79.0,1955.0,Banyule,Eastern,May,Q2
1525,3274,4,h,1000500.0,2016-07-30,10.5,4.0,2.0,1.0,592.0,191.0,1950.0,Banyule,Eastern,Jul,Q3
1526,3275,3,h,631000.0,2016-07-30,10.5,3.0,1.0,1.0,596.0,99.0,1960.0,Banyule,Eastern,Jul,Q3
1527,3277,3,h,691000.0,2016-03-09,9.4,2.0,1.0,2.0,624.0,86.0,1965.0,Banyule,Eastern,Mar,Q1
1528,3278,3,h,560000.0,2016-03-12,9.4,3.0,1.0,1.0,523.0,87.0,1960.0,Banyule,Eastern,Mar,Q1
1529,3283,2,t,370000.0,2016-07-05,9.4,2.0,1.0,1.0,100.0,90.0,2013.0,Banyule,Eastern,Jul,Q3
1530,3284,3,h,532000.0,2016-07-11,9.4,3.0,1.0,1.0,390.0,86.0,1955.0,Banyule,Eastern,Jul,Q3
1532,3293,2,h,515500.0,2016-12-11,9.4,2.0,1.0,1.0,331.0,111.0,1960.0,Banyule,Eastern,Dec,Q4
1533,3294,3,h,800000.0,2016-12-11,9.4,3.0,1.0,3.0,633.0,88.0,1950.0,Banyule,Eastern,Dec,Q4
1534,3297,2,h,620000.0,2016-04-16,9.4,2.0,1.0,2.0,668.0,88.0,1950.0,Banyule,Eastern,Apr,Q2
1535,3299,2,u,360000.0,2016-04-16,9.4,2.0,1.0,1.0,89.0,85.0,1970.0,Banyule,Eastern,Apr,Q2
1536,3300,2,h,440500.0,2016-07-16,9.4,2.0,1.0,1.0,368.0,81.0,1955.0,Banyule,Eastern,Jul,Q3
1537,3301,4,h,758000.0,2016-09-17,9.4,4.0,1.0,1.0,632.0,152.0,1955.0,Banyule,Eastern,Sep,Q3
1538,3306,3,h,480000.0,2016-06-18,9.4,3.0,1.0,1.0,338.0,13.0,1980.0,Banyule,Eastern,Jun,Q2
1539,3307,4,h,715000.0,2016-11-19,9.4,4.0,2.0,2.0,521.0,196.0,1990.0,Banyule,Eastern,Nov,Q4
1540,3309,3,h,646250.0,2016-05-22,9.4,3.0,1.0,2.0,616.0,18.0,1965.0,Banyule,Eastern,May,Q2
1541,3310,3,h,1375000.0,2016-04-23,9.4,3.0,1.0,1.0,368.0,106.0,1960.0,Banyule,Eastern,Apr,Q2
1542,3311,3,h,722000.0,2017-02-25,9.4,3.0,1.0,2.0,593.0,99.0,1950.0,Banyule,Eastern,Feb,Q1
1543,3316,2,h,725000.0,2016-11-27,9.4,2.0,1.0,3.0,632.0,77.0,1960.0,Banyule,Eastern,Nov,Q4
1544,3323,3,h,465000.0,2016-08-28,9.4,2.0,1.0,1.0,413.0,85.0,1960.0,Banyule,Eastern,Aug,Q3
1545,3325,2,h,1550000.0,2016-03-09,13.0,2.0,1.0,1.0,732.0,97.0,1950.0,Monash,Southern,Mar,Q1
1546,3327,3,h,1340000.0,2016-03-12,13.0,3.0,1.0,1.0,705.0,128.0,1920.0,Monash,Southern,Mar,Q1
1547,3329,3,h,1316000.0,2016-06-08,13.0,2.0,1.0,2.0,715.0,126.0,1949.0,Monash,Southern,Jun,Q2
1548,3330,3,t,828000.0,2016-07-05,13.0,3.0,2.0,1.0,206.0,118.0,2002.0,Monash,Southern,Jul,Q3
1549,3331,3,h,1055000.0,2016-08-10,13.0,3.0,1.0,1.0,562.0,97.0,1930.0,Monash,Southern,Aug,Q3
1550,3332,2,u,623000.0,2016-10-09,13.0,2.0,1.0,1.0,101.0,90.0,1970.0,Monash,Southern,Oct,Q4
1551,3333,4,h,2120000.0,2016-10-09,13.0,4.0,2.0,2.0,847.0,315.0,1925.0,Monash,Southern,Oct,Q4
1552,3334,4,h,1745000.0,2016-10-12,13.0,4.0,2.0,1.0,547.0,185.0,1925.0,Monash,Southern,Oct,Q4
1553,3335,4,h,1700000.0,2016-12-11,13.0,4.0,2.0,2.0,545.0,180.0,1940.0,Monash,Southern,Dec,Q4
1554,3341,4,h,1337000.0,2016-10-15,13.0,4.0,1.0,2.0,696.0,100.0,1930.0,Monash,Southern,Oct,Q4
1555,3343,2,u,400000.0,2016-09-17,13.0,2.0,1.0,1.0,100.0,88.0,1975.0,Monash,Southern,Sep,Q3
1556,3345,3,h,1210000.0,2016-08-22,13.0,3.0,1.0,2.0,730.0,122.0,1940.0,Monash,Southern,Aug,Q3
1557,3346,4,h,1167500.0,2016-07-26,13.0,3.0,2.0,1.0,678.0,184.0,1950.0,Monash,Southern,Jul,Q3
1558,3347,3,t,900000.0,2016-07-26,13.0,3.0,2.0,1.0,360.0,154.0,1975.0,Monash,Southern,Jul,Q3
1559,3349,2,h,677500.0,2016-07-30,13.0,2.0,1.0,4.0,575.0,83.0,1950.0,Monash,Southern,Jul,Q3
1560,3354,4,h,2265000.0,2017-04-03,7.9,4.0,2.0,2.0,925.0,208.0,1925.0,Banyule,Eastern,Apr,Q2
1561,3359,3,h,981000.0,2016-04-06,7.9,5.0,3.0,2.0,626.0,378.0,2016.0,Banyule,Eastern,Apr,Q2
1562,3360,4,h,2400000.0,2016-04-06,7.9,0.0,2.0,2.0,1252.0,201.0,1920.0,Banyule,Eastern,Apr,Q2
1563,3361,3,t,890000.0,2016-04-06,7.9,3.0,2.0,2.0,249.0,140.0,2005.0,Banyule,Eastern,Apr,Q2
1564,3363,2,u,739000.0,2016-07-05,7.9,2.0,1.0,1.0,648.0,91.0,1965.0,Banyule,Eastern,Jul,Q3
1565,3365,3,h,785000.0,2016-07-11,7.9,3.0,2.0,0.0,399.0,110.0,1950.0,Banyule,Eastern,Jul,Q3
1566,3366,3,h,1155000.0,2016-07-11,7.9,3.0,1.0,2.0,537.0,170.0,1945.0,Banyule,Eastern,Jul,Q3
1567,3368,2,h,1020000.0,2016-10-09,7.9,2.0,1.0,1.0,557.0,78.0,1955.0,Banyule,Eastern,Oct,Q4
